Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2020 [YR2020],2019 [YR2019],2021 [YR2021],2013 [YR2013]
Viet Nam,VNM,"School enrollment, preprimary (% gross)",SE.PRE.ENRR,74.550407409668,78.8856887817383,82.0448684692383,83.973258972168,87.8091506958008,96.531982421875,100.234931945801,92.7634811401367,95.888786315918,92.4453887939453,82.4204864501953
Viet Nam,VNM,"School enrollment, preprimary, female (% gross)",SE.PRE.ENRR.FE,71.9985885620117,77.2389526367188,81.0197296142578,83.3065338134766,86.3796463012695,95.6135101318359,99.6856536865234,94.14013671875,97.0831985473633,93.8917236328125,79.6277236938477
Viet Nam,VNM,"School enrollment, preprimary, male (% gross)",SE.PRE.ENRR.MA,76.8953170776367,80.3853073120117,82.9629364013672,84.5690765380859,89.0845108032227,97.3511810302734,100.725410461426,91.5324325561523,94.8203582763672,91.1513900756836,84.9407424926758
Viet Nam,VNM,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.384051611447,102.054953695526,103.083557760139,103.278372065069,105.947597481197,104.437659436385,104.190504718464,102.847744602601,103.337272102979,103.391282723881,102.262367182756
Viet Nam,VNM,"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,98.091699758097,101.329882442013,101.85352777133,102.378273925626,105.638184866421,103.268548231168,102.28789247134,100.299045610896,100.67166222154,100.789646993236,100.145251679773
Viet Nam,VNM,"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,104.544782449449,102.748792665911,104.242140474711,104.118975564681,106.234234290882,105.534074852116,105.999116996454,105.296309137678,105.901651925785,105.883577929896,104.275847435561
Viet Nam,VNM,"School enrollment, primary, private (% of total primary)",SE.PRM.PRIV.ZS,0.52606999874115,0.553690016269684,0.595449984073639,0.644900023937225,0.731899976730347,0.874719977378845,1.05701994895935,1.39522004127502,1.22918999195099,1.54196000099182,0.534169971942902
Viet Nam,VNM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,9.03150208813767,7.77118582059175,7.87937660235112,4.32321180732946,8.49122255401926,8.27268603087221,9.77796052666898,4.07104554304465,7.48169067243572,0.589729819112989,5.6621182054116
Viet Nam,VNM,Adjusted net national income (constant 2015 US$),NY.ADJ.NNTY.KD,150606919584.02,162310863163.563,185014313334.681,193012873974.015,209402026661.057,226725198869.01,248894299318.433,278406490984.031,267515800894.765,280048337079.71,171501096096.108
Viet Nam,VNM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,1702.38261332775,1813.31937908462,2018.05371895015,2079.35905774231,2227.6783619435,2382.14330834452,2586.25553896024,2838.58877857212,2752.96290734616,2830.62677190364,1893.51019808384
Viet Nam,VNM,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,18.3634353340059,19.5935999156773,19.8978313178142,15.7509342590859,16.6424136161346,17.5542910120513,18.8058495319677,20.2118201630398,18.5732540578692,19.3671074649049,19.2798612453016
Viet Nam,VNM,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,17.9858865487903,19.2132310311646,19.5372673519623,15.3847569450526,16.2850436323932,17.210928305982,18.4803426029682,19.8871574483186,18.2520295619832,19.0361774796962,18.8998309956181
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,
Last Updated: 02/24/2026,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Reference period,Aggregation method,Statistical concept and methodology,Development relevance,Limitations and exceptions,License URL
SE.PRE.ENRR,CC BY-4.0,"School enrollment, preprimary (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Preprimary education refers to programs at the initial stage of organized instruction, designed primarily to introduce very young children to a school-type environment and to provide a bridge between home and school.","Stat Bulk Data Download Service, UN Educational, Scientific and Cultural Organization (UNESCO), uri: https://uis.unesco.org/bdds, publisher: UNESCO Institute for Statistics (UIS)",Education: Participation,WB_WDI,,Annual,1970-2022,Weighted average,"Methodology: Gross enrollment ratio for pre-primary school is calculated by dividing the number of students enrolled in pre-primary education regardless of age by the population of the age group which officially corresponds to pre-primary education, and multiplying by 100. 

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. Population data are drawn from the United Nations Population Division. Using a single source for population data standardizes definitions, estimations, and interpolation methods, ensuring a consistent methodology across countries and minimizing potential enumeration problems in national censuses.

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).","Gross enrollment ratios indicate the capacity of each level of the education system, but a high ratio may reflect a substantial number of overage children enrolled in each grade because of repetition or late entry rather than a successful education system. The net enrollment rate excludes overage and underage students and more accurately captures the system's coverage and internal efficiency. Differences between the gross enrollment ratio and the net enrollment rate show the incidence of overage and underage enrollments.","Enrollment indicators are based on annual school surveys, but do not necessarily reflect actual attendance or dropout rates during the year. Also, the length of education differs across countries and can influence enrollment rates, although the International Standard Classification of Education (ISCED) tries to minimize the difference. For example, a shorter duration for primary education tends to increase the rate; a longer one to decrease it (in part because older children are more at risk of dropping out). Moreover, age at enrollment may be inaccurately estimated or misstated, especially in communities where registration of births is not strictly enforced.",https://datacatalog.worldbank.org/public-licenses#cc-by
SE.PRE.ENRR.FE,CC BY-4.0,"School enrollment, preprimary, female (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Preprimary education refers to programs at the initial stage of organized instruction, designed primarily to introduce very young children to a school-type environment and to provide a bridge between home and school.","Stat Bulk Data Download Service, UN Educational, Scientific and Cultural Organization (UNESCO), uri: https://uis.unesco.org/bdds, publisher: UNESCO Institute for Statistics (UIS)",Education: Participation,WB_WDI,,Annual,1970-2022,Weighted average,"Methodology: Gross enrollment ratio for pre-primary school is calculated by dividing the number of students enrolled in pre-primary education regardless of age by the population of the age group which officially corresponds to pre-primary education, and multiplying by 100. 

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. Population data are drawn from the United Nations Population Division. Using a single source for population data standardizes definitions, estimations, and interpolation methods, ensuring a consistent methodology across countries and minimizing potential enumeration problems in national censuses.

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).","Gross enrollment ratios indicate the capacity of each level of the education system, but a high ratio may reflect a substantial number of overage children enrolled in each grade because of repetition or late entry rather than a successful education system. The net enrollment rate excludes overage and underage students and more accurately captures the system's coverage and internal efficiency. Differences between the gross enrollment ratio and the net enrollment rate show the incidence of overage and underage enrollments.","Enrollment indicators are based on annual school surveys, but do not necessarily reflect actual attendance or dropout rates during the year. Also, the length of education differs across countries and can influence enrollment rates, although the International Standard Classification of Education (ISCED) tries to minimize the difference. For example, a shorter duration for primary education tends to increase the rate; a longer one to decrease it (in part because older children are more at risk of dropping out). Moreover, age at enrollment may be inaccurately estimated or misstated, especially in communities where registration of births is not strictly enforced.",https://datacatalog.worldbank.org/public-licenses#cc-by
SE.PRE.ENRR.MA,CC BY-4.0,"School enrollment, preprimary, male (% gross)","Gross enrollment ratio is the ratio of total enrollment, regardless of age, to the population of the age group that officially corresponds to the level of education shown. Preprimary education refers to programs at the initial stage of organized instruction, designed primarily to introduce very young children to a school-type environment and to provide a bridge between home and school.","Stat Bulk Data Download Service, UN Educational, Scientific and Cultural Organization (UNESCO), uri: https://uis.unesco.org/bdds, publisher: UNESCO Institute for Statistics (UIS)",Education: Participation,WB_WDI,,Annual,1970-2022,Weighted average,"Methodology: Gross enrollment ratio for pre-primary school is calculated by dividing the number of students enrolled in pre-primary education regardless of age by the population of the age group which officially corresponds to pre-primary education, and multiplying by 100. 

Data on education are collected by the UNESCO Institute for Statistics from official responses to its annual education survey. All the data are mapped to the International Standard Classification of Education (ISCED) to ensure the comparability of education programs at the international level. The current version was formally adopted by UNESCO Member States in 2011. Population data are drawn from the United Nations Population Division. Using a single source for population data standardizes definitions, estimations, and interpolation methods, ensuring a consistent methodology across countries and minimizing potential enumeration problems in national censuses.

The reference years reflect the school year for which the data are presented. In some countries the school year spans two calendar years (for example, from September 2010 to June 2011); in these cases the reference year refers to the year in which the school year ended (2011 in the example).","Gross enrollment ratios indicate the capacity of each level of the education system, but a high ratio may reflect a substantial number of overage children enrolled in each grade because of repetition or late entry rather than a successful education system. The net enrollment rate excludes overage and underage students and more accurately captures the system's coverage and internal efficiency. Differences between the gross enrollment ratio and the net enrollment rate show the incidence of overage and underage enrollments.","Enrollment indicators are based on annual school surveys, but do not necessarily reflect actual attendance or dropout rates during the year. Also, the length of education differs across countries and can influence enrollment rates, although the International Standard Classification of Education (ISCED) tries to minimize the difference. For example, a shorter duration for primary education tends to increase the rate; a longer one to decrease it (in part because older children are more at risk of dropping out). Moreover, age at enrollment may be inaccurately estimated or misstated, especially in communities where registration of births is not strictly enforced.",https://datacatalog.worldbank.org/public-licenses#cc-by
